"pnro","nimi","kunta","maakunta","hinta2016","trendi2016"
"22100","Maarianhamina","Maarianhamina","Ahvenanmaan maakunta",1402,-1.7
"22410","Godby","Finström","Ahvenanmaan maakunta",1165,-2.9
"22150","Jomala Centrum","Jomala","Ahvenanmaan maakunta",1140,-3.1
"22320","Ödkarby","Saltvik","Ahvenanmaan maakunta",1090,-3.4
"22610","Lemland","Lemland","Ahvenanmaan maakunta",1086,-3.4
"22130","Gottby","Jomala","Ahvenanmaan maakunta",1079,-3.5
"22910","Torsholma","Brändö","Ahvenanmaan maakunta",1076,-3.5
"22310","Pålsböle","Finström","Ahvenanmaan maakunta",1075,-3.5
"22240","Hammarland","Hammarland","Ahvenanmaan maakunta",1063,-3.6
"22220","Emkarby","Finström","Ahvenanmaan maakunta",1060,-3.6
"22630","Lumparland","Lumparland","Ahvenanmaan maakunta",1059,-3.6
"22520","Tosarby","Sund","Ahvenanmaan maakunta",1055,-3.6
"22330","Tjudö","Finström","Ahvenanmaan maakunta",1049,-3.6
"22530","Sund","Sund","Ahvenanmaan maakunta",1048,-3.7
"22270","Storby","Eckerö","Ahvenanmaan maakunta",1047,-3.7
"22430","Saltvik","Saltvik","Ahvenanmaan maakunta",1036,-3.7
"22940","Åva","Brändö","Ahvenanmaan maakunta",1035,-3.7
"22920","Brändö-Åland","Brändö","Ahvenanmaan maakunta",1034,-3.7
"22950","Jurmo","Brändö","Ahvenanmaan maakunta",1029,-3.8
"22730","Kökar","Kökar","Ahvenanmaan maakunta",1027,-3.8
"22720","Sottunga","Sottunga","Ahvenanmaan maakunta",1023,-3.8
"22830","Enklinge","Kumlinge","Ahvenanmaan maakunta",1020,-3.8
"22340","Geta","Geta","Ahvenanmaan maakunta",1014,-3.9
"22820","Kumlinge","Kumlinge","Ahvenanmaan maakunta",1011,-3.9
"22550","Vårdö","Vårdö","Ahvenanmaan maakunta",1008,-3.9
"22710","Ålands Degerby","Föglö","Ahvenanmaan maakunta",1008,-3.9
"22840","Lappo","Brändö","Ahvenanmaan maakunta",995,-4
"22930","Fiskö","Brändö","Ahvenanmaan maakunta",990,-4
"53100","Lappeenranta keskus","Lappeenranta","Etelä-Karjala",2371,0.7
"53600","Kesämäki","Lappeenranta","Etelä-Karjala",2369,1.5
"53900","Pallo-Tysterniemi-Leiri","Lappeenranta","Etelä-Karjala",2323,0.2
"53500","Parkkarila-Harapainen-Reijola","Lappeenranta","Etelä-Karjala",2028,0.6
"53130","Keskussairaala-alue-Kimpinen","Lappeenranta","Etelä-Karjala",1765,-0.6
"53550","Kourulanmäki","Lappeenranta","Etelä-Karjala",1630,-0.9
"54110","Lampikangas","Lappeenranta","Etelä-Karjala",1580,-0.9
"53200","Kaukas-Tirilä","Lappeenranta","Etelä-Karjala",1512,-1.9
"53300","Lauritsala-Mälkiä","Lappeenranta","Etelä-Karjala",1490,-1.2
"53850","Skinnarila","Lappeenranta","Etelä-Karjala",1488,-1.8
"54915","Saimaanharju-Kyläniemi","Taipalsaari","Etelä-Karjala",1488,-2.6
"54920","Taipalsaari","Taipalsaari","Etelä-Karjala",1459,-3.4
"55420","Karhumäki-Karhukallio","Imatra","Etelä-Karjala",1459,-0.1
"55100","Imatra Keskus","Imatra","Etelä-Karjala",1433,0.8
"53810","Kuusimäki-Lavola","Lappeenranta","Etelä-Karjala",1427,-1.3
"54120","Pulp","Lappeenranta","Etelä-Karjala",1344,-2.2
"53920","Voisalmi","Lappeenranta","Etelä-Karjala",1326,-2.6
"53650","Mattila-Kuusela","Lappeenranta","Etelä-Karjala",1318,-2.5
"54710","Lemi Keskus","Lemi","Etelä-Karjala",1299,-3.5
"53830","Rutola","Lappeenranta","Etelä-Karjala",1274,-2.5
"53950","Kivisalmi","Lappeenranta","Etelä-Karjala",1221,-2.9
"54850","Kuukanniemi","Lemi","Etelä-Karjala",1215,-3.5
"54960","Vehkataipale","Taipalsaari","Etelä-Karjala",1197,-4
"56100","Ruokolahti Keskus","Ruokolahti","Etelä-Karjala",1193,-2.3
"54530","Luumäki","Luumäki","Etelä-Karjala",1186,-3.8
"54930","Levänen","Taipalsaari","Etelä-Karjala",1183,-4.1
"54100","Joutseno Keskus","Lappeenranta","Etelä-Karjala",1181,-2.8
"54260","Hanhijärvi","Lappeenranta","Etelä-Karjala",1161,-3.7
"54720","Laksiainen","Lemi","Etelä-Karjala",1160,-4
"54800","Savitaipale Keskus","Savitaipale","Etelä-Karjala",1153,-3.4
"54310","Hytti","Lappeenranta","Etelä-Karjala",1147,-3.8
"53400","Laihia","Lappeenranta","Etelä-Karjala",1144,-3.4
"54300","Vilkjärvi","Lappeenranta","Etelä-Karjala",1132,-3.9
"54750","Välijoki","Savitaipale","Etelä-Karjala",1129,-4.2
"54230","Nuijamaa","Lappeenranta","Etelä-Karjala",1125,-3.9
"54330","Simola","Lappeenranta","Etelä-Karjala",1125,-3.9
"54950","Pettilä","Savitaipale","Etelä-Karjala",1118,-4.6
"54190","Konnunsuo","Lappeenranta","Etelä-Karjala",1113,-3.6
"54770","Heituinlahti","Savitaipale","Etelä-Karjala",1113,-4.3
"54270","Vainikkala","Lappeenranta","Etelä-Karjala",1109,-4
"54940","Solkei","Taipalsaari","Etelä-Karjala",1101,-4.7
"54820","Kotimäki","Lemi","Etelä-Karjala",1090,-4.2
"54250","Rapattila","Lappeenranta","Etelä-Karjala",1080,-4.2
"55700","Vintteri-Virasoja","Imatra","Etelä-Karjala",1073,-1.5
"54390","Pulsa","Lappeenranta","Etelä-Karjala",1056,-4.4
"54510","Uro","Luumäki","Etelä-Karjala",1052,-4.3
"59100","Parikkala Keskus","Parikkala","Etelä-Karjala",1041,-1.4
"55120","Mansikkala-Tuulikallio","Imatra","Etelä-Karjala",1035,-0.6
"56120","Salosaari","Ruokolahti","Etelä-Karjala",1028,-2.7
"55300","Rauha-Tiuruniemi","Lappeenranta","Etelä-Karjala",1017,-1.2
"55320","Rauha","Lappeenranta","Etelä-Karjala",1012,-1.2
"54550","Suo-Anttila","Luumäki","Etelä-Karjala",1001,-4.7
"54580","Somerharju","Luumäki","Etelä-Karjala",996,-4.7
"54590","Kaitjärvi","Luumäki","Etelä-Karjala",986,-4.8
"54430","Hujakkala","Lappeenranta","Etelä-Karjala",980,-4.5
"59510","Maironiemi","Parikkala","Etelä-Karjala",973,-1.9
"59310","Särkisalmi","Parikkala","Etelä-Karjala",959,-2
"54460","Ylijärvi","Lappeenranta","Etelä-Karjala",952,-4.7
"56510","Puntala","Ruokolahti","Etelä-Karjala",946,-3.3
"59130","Koitsanlahti","Parikkala","Etelä-Karjala",945,-2
"59410","Kirjavala","Parikkala","Etelä-Karjala",922,-2.2
"59610","Tarnala","Parikkala","Etelä-Karjala",921,-2.3
"59520","Saari","Parikkala","Etelä-Karjala",917,-2.3
"59530","Mikkolanniemi","Parikkala","Etelä-Karjala",909,-2.3
"59320","Haapaoja","Parikkala","Etelä-Karjala",908,-2.3
"59710","Kummunkylä","Parikkala","Etelä-Karjala",908,-2.3
"56610","Rautjärvi","Rautjärvi","Etelä-Karjala",903,-3.5
"59720","Niukkala","Parikkala","Etelä-Karjala",896,-2.4
"56550","Niska-Pietilä","Rautjärvi","Etelä-Karjala",895,-3.6
"59210","Melkoniemi","Parikkala","Etelä-Karjala",885,-2.5
"56140","Äitsaari","Ruokolahti","Etelä-Karjala",880,-3.8
"55330","Tiuruniemi","Lappeenranta","Etelä-Karjala",876,-2.2
"56710","Miettilä","Rautjärvi","Etelä-Karjala",875,-3.7
"54410","Ylämaa Keskus","Lappeenranta","Etelä-Karjala",874,-4.8
"56640","Purnujärvi","Rautjärvi","Etelä-Karjala",871,-3.7
"54500","Taavetti-Somerharju","Luumäki","Etelä-Karjala",867,-5.2
"59730","Uukuniemi","Parikkala","Etelä-Karjala",863,-2.6
"56410","Kaiturinpää","Ruokolahti","Etelä-Karjala",851,-3.9
"56730","Laikko","Rautjärvi","Etelä-Karjala",845,-3.9
"55610","Rajapatsas-Teppanala","Imatra","Etelä-Karjala",842,-2.2
"56210","Virmutjoki","Ruokolahti","Etelä-Karjala",839,-4
"53420","Mustola","Lappeenranta","Etelä-Karjala",838,-3.8
"55400","Tainionkoski-Mustalampi","Imatra","Etelä-Karjala",834,-1.7
"56330","Utula","Ruokolahti","Etelä-Karjala",811,-4.2
"56440","Pohja-Lankila","Ruokolahti","Etelä-Karjala",802,-4.2
"56310","Syyspohja","Ruokolahti","Etelä-Karjala",781,-4.4
"46530","Kannuskoski","Luumäki","Etelä-Karjala",756,-6.3
"55800","Vuoksenniska-Saarlampi","Imatra","Etelä-Karjala",753,-3.6
"56800","Simpele","Rautjärvi","Etelä-Karjala",738,-4.1
"56350","Kyläniemi","Taipalsaari","Etelä-Karjala",700,-5.1
"55910","Rautio-Kurkvuori","Imatra","Etelä-Karjala",685,-2.2
"55510","Sotkulampi-Linnasuo","Imatra","Etelä-Karjala",679,-2.8
"60100","Seinäjoki Keskus","Seinäjoki","Etelä-Pohjanmaa",2240,4.3
"60510","Hyllykallio","Seinäjoki","Etelä-Pohjanmaa",2191,2.9
"60560","Halkosaari","Seinäjoki","Etelä-Pohjanmaa",2104,2.3
"60200","Törnävä","Seinäjoki","Etelä-Pohjanmaa",2072,1.3
"60320","Alakylä-Jouppi","Seinäjoki","Etelä-Pohjanmaa",2057,2.2
"60220","Huhtala","Seinäjoki","Etelä-Pohjanmaa",2024,2.5
"60120","Pohja","Seinäjoki","Etelä-Pohjanmaa",1944,3.2
"61850","Kauhajoki Asemanseutu","Kauhajoki","Etelä-Pohjanmaa",1729,-0.4
"60150","Kasperi","Seinäjoki","Etelä-Pohjanmaa",1656,3.4
"60550","Nurmo Keskus","Seinäjoki","Etelä-Pohjanmaa",1647,1.7
"60420","Impivaara","Seinäjoki","Etelä-Pohjanmaa",1593,0.8
"60720","Tuomikylä","Ilmajoki","Etelä-Pohjanmaa",1591,1.3
"62100","Lapua Keskus","Lapua","Etelä-Pohjanmaa",1561,1.3
"60800","Ilmajoki Keskus","Ilmajoki","Etelä-Pohjanmaa",1545,0.5
"60760","Pohjanluoma","Ilmajoki","Etelä-Pohjanmaa",1469,0.2
"60450","Munakka","Ilmajoki","Etelä-Pohjanmaa",1444,0
"60640","Kurjenneva","Seinäjoki","Etelä-Pohjanmaa",1384,-0.4
"61800","Kauhajoki Keskus","Kauhajoki","Etelä-Pohjanmaa",1327,-0.6
"60280","Eskoon Keskuslaitosalue","Seinäjoki","Etelä-Pohjanmaa",1309,-1.2
"62900","Alajärvi Keskus","Alajärvi","Etelä-Pohjanmaa",1308,-0.2
"62370","Kangasto","Kauhava","Etelä-Pohjanmaa",1276,0.4
"61300","Kurikka Keskus","Kurikka","Etelä-Pohjanmaa",1271,-0.7
"63610","Tuuri","Alavus","Etelä-Pohjanmaa",1215,-2.7
"61860","Harja","Kauhajoki","Etelä-Pohjanmaa",1213,-1.7
"61820","Kainasto","Kauhajoki","Etelä-Pohjanmaa",1212,-1.7
"61810","Luomankylä","Kauhajoki","Etelä-Pohjanmaa",1202,-1.7
"61310","Panttila","Kurikka","Etelä-Pohjanmaa",1197,-1.3
"61330","Koskenkorva","Ilmajoki","Etelä-Pohjanmaa",1191,-1.3
"62150","Rintakangas","Kauhava","Etelä-Pohjanmaa",1169,-0.6
"61400","Ylistaro Keskus","Seinäjoki","Etelä-Pohjanmaa",1167,-1.5
"61100","Peräseinäjoki Keskus","Seinäjoki","Etelä-Pohjanmaa",1161,-2
"61840","Norinkylä","Teuva","Etelä-Pohjanmaa",1161,-2
"62730","Haukkala","Alajärvi","Etelä-Pohjanmaa",1147,-0.6
"62160","Karhunkylä","Lapua","Etelä-Pohjanmaa",1146,-0.7
"62165","Tiisteenjoki","Lapua","Etelä-Pohjanmaa",1146,-0.7
"62510","Kuoppa-aho","Evijärvi","Etelä-Pohjanmaa",1143,-0.6
"63300","Alavus Keskus","Alavus","Etelä-Pohjanmaa",1139,-1.7
"62190","Ruha","Lapua","Etelä-Pohjanmaa",1136,-0.7
"62740","Koskenvarsi","Alajärvi","Etelä-Pohjanmaa",1131,-0.6
"62940","Hoisko","Alajärvi","Etelä-Pohjanmaa",1130,-0.9
"61880","Ikkeläjärvi","Kauhajoki","Etelä-Pohjanmaa",1125,-2.3
"62200","Kauhava Keskus","Kauhava","Etelä-Pohjanmaa",1125,-0.2
"62600","Lappajärvi Keskus","Lappajärvi","Etelä-Pohjanmaa",1118,-1
"61110","Vuolle","Seinäjoki","Etelä-Pohjanmaa",1111,-2
"61120","Louko","Seinäjoki","Etelä-Pohjanmaa",1111,-2
"62130","Hellanmaa","Lapua","Etelä-Pohjanmaa",1111,-0.9
"66320","Niemenkylä","Kurikka","Etelä-Pohjanmaa",1111,-0.5
"61360","Mieto","Kurikka","Etelä-Pohjanmaa",1105,-1.9
"61470","Kitinoja","Seinäjoki","Etelä-Pohjanmaa",1094,-2.2
"62710","Kurejoki","Alajärvi","Etelä-Pohjanmaa",1082,-0.9
"61370","Lohiluoma","Kurikka","Etelä-Pohjanmaa",1081,-2
"61140","Pasto","Seinäjoki","Etelä-Pohjanmaa",1080,-2.2
"61160","Koura","Seinäjoki","Etelä-Pohjanmaa",1079,-2.2
"61350","Huissi","Ilmajoki","Etelä-Pohjanmaa",1077,-2
"61220","Myllysalo","Kurikka","Etelä-Pohjanmaa",1075,-2.2
"62950","Paalijärvi","Alajärvi","Etelä-Pohjanmaa",1075,-1.2
"61230","Luopa","Kurikka","Etelä-Pohjanmaa",1071,-2.2
"61710","Pentinmäki","Jalasjärvi","Etelä-Pohjanmaa",1068,-2.2
"61280","Jokipii","Jalasjärvi","Etelä-Pohjanmaa",1065,-2.3
"61410","Ylistaro Asemanseutu","Seinäjoki","Etelä-Pohjanmaa",1063,-2.4
"62170","Lakaluoma","Lapua","Etelä-Pohjanmaa",1062,-1.2
"62720","Sissala","Alajärvi","Etelä-Pohjanmaa",1060,-1.1
"61270","Luopajärvi","Jalasjärvi","Etelä-Pohjanmaa",1059,-2.3
"66370","Närvijoki","Kurikka","Etelä-Pohjanmaa",1053,-0.9
"61180","Haapaluoma","Seinäjoki","Etelä-Pohjanmaa",1052,-2.4
"62220","Pernaa","Kauhava","Etelä-Pohjanmaa",1051,-0.9
"61170","Sääskiniemi","Alavus","Etelä-Pohjanmaa",1050,-2.4
"61250","Jalasto","Jalasjärvi","Etelä-Pohjanmaa",1047,-2.4
"61430","Isorehto","Seinäjoki","Etelä-Pohjanmaa",1046,-2.5
"61340","Nopankylä","Ilmajoki","Etelä-Pohjanmaa",1045,-2.2
"62660","Itäkylä","Lappajärvi","Etelä-Pohjanmaa",1044,-1.3
"61460","Hanhikoski","Seinäjoki","Etelä-Pohjanmaa",1043,-2.5
"62230","Jylhä","Kauhava","Etelä-Pohjanmaa",1042,-1
"61450","Kylänpää","Seinäjoki","Etelä-Pohjanmaa",1039,-2.5
"66340","Sarvijoki","Kurikka","Etelä-Pohjanmaa",1033,-1
"62420","Kortesjärvi Keskus","Kauhava","Etelä-Pohjanmaa",1032,-1.2
"66360","Kesti","Kurikka","Etelä-Pohjanmaa",1030,-1
"61440","Untamala","Seinäjoki","Etelä-Pohjanmaa",1028,-2.6
"62620","Ala-Seppä","Lappajärvi","Etelä-Pohjanmaa",1026,-1.4
"61720","Koskue","Jalasjärvi","Etelä-Pohjanmaa",1021,-2.5
"62920","Levijoki","Alajärvi","Etelä-Pohjanmaa",1020,-1.5
"61940","Hyyppä","Kauhajoki","Etelä-Pohjanmaa",1017,-2.6
"62500","Evijärvi Keskus","Evijärvi","Etelä-Pohjanmaa",1016,-1.3
"62175","Ylikylä-Mäenpää","Lapua","Etelä-Pohjanmaa",1015,-1.4
"62410","Rintala","Kauhava","Etelä-Pohjanmaa",1013,-1.4
"62640","Savonkylä","Lappajärvi","Etelä-Pohjanmaa",1013,-1.5
"62430","Peltotupa","Kauhava","Etelä-Pohjanmaa",1008,-1.4
"62295","Kauhajärvi","Lapua","Etelä-Pohjanmaa",1006,-1.2
"61760","Ilvesjoki","Jalasjärvi","Etelä-Pohjanmaa",1005,-2.7
"62440","Perkiömäki","Kauhava","Etelä-Pohjanmaa",1005,-1.4
"61980","Päntäne","Kauhajoki","Etelä-Pohjanmaa",1003,-2.7
"62630","Karvala","Lappajärvi","Etelä-Pohjanmaa",1003,-1.5
"62185","Mäki-Paavola","Lapua","Etelä-Pohjanmaa",1002,-1.5
"62520","Kautiainen","Evijärvi","Etelä-Pohjanmaa",1002,-1.4
"66300","Jurva Keskus","Kurikka","Etelä-Pohjanmaa",1000,-1
"61290","Taivalmaa","Jalasjärvi","Etelä-Pohjanmaa",999,-2.7
"61380","Polvenkylä","Kurikka","Etelä-Pohjanmaa",999,-2.6
"62830","Luoma-Aho","Alajärvi","Etelä-Pohjanmaa",998,-1.4
"62860","Sahi","Vimpeli","Etelä-Pohjanmaa",998,-1.4
"66330","Hakko","Kurikka","Etelä-Pohjanmaa",994,-1.3
"62350","Ekola","Kauhava","Etelä-Pohjanmaa",989,-1.3
"62540","Vasikka-aho","Evijärvi","Etelä-Pohjanmaa",987,-1.5
"62290","Hirvikylä","Lapua","Etelä-Pohjanmaa",985,-1.3
"62380","Kosolankylä","Kauhava","Etelä-Pohjanmaa",985,-1.3
"62300","Härmä","Kauhava","Etelä-Pohjanmaa",983,-1
"61910","Nummijärvi","Kauhajoki","Etelä-Pohjanmaa",982,-2.8
"61950","Juonikylä","Kauhajoki","Etelä-Pohjanmaa",979,-2.8
"62610","Tarvola","Lappajärvi","Etelä-Pohjanmaa",976,-1.7
"62260","Hirvijoki","Kauhava","Etelä-Pohjanmaa",975,-1.4
"62470","Purmojärvi","Kauhava","Etelä-Pohjanmaa",975,-1.6
"62990","Möksy","Alajärvi","Etelä-Pohjanmaa",974,-1.9
"61150","Sydänmaa","Alavus","Etelä-Pohjanmaa",971,-3
"62435","Pirttinen","Kauhava","Etelä-Pohjanmaa",969,-1.6
"62750","Saukonkylä","Alajärvi","Etelä-Pohjanmaa",968,-1.6
"66350","Tainus","Kurikka","Etelä-Pohjanmaa",968,-1.4
"62570","Särkilä","Evijärvi","Etelä-Pohjanmaa",967,-1.7
"62240","Huhmarkoski","Kauhava","Etelä-Pohjanmaa",966,-1.5
"61730","Yli-Valli","Jalasjärvi","Etelä-Pohjanmaa",965,-2.9
"61920","Nummikoski","Kauhajoki","Etelä-Pohjanmaa",965,-2.9
"61680","Mantila","Jalasjärvi","Etelä-Pohjanmaa",962,-3
"61630","Hirvijärvi","Jalasjärvi","Etelä-Pohjanmaa",957,-3.1
"62340","Kuoppa-Vakkuri","Kauhava","Etelä-Pohjanmaa",956,-1.5
"62310","Voltti","Kauhava","Etelä-Pohjanmaa",955,-1.5
"63100","Kuortane Keskus","Kuortane","Etelä-Pohjanmaa",954,-2.8
"62760","Menkijärvi","Alajärvi","Etelä-Pohjanmaa",953,-1.7
"61600","Jalasjärvi Keskus","Jalasjärvi","Etelä-Pohjanmaa",948,-2.6
"64900","Isojoki Keskus","Isojoki","Etelä-Pohjanmaa",947,-1.6
"62280","Mustamaa","Lapua","Etelä-Pohjanmaa",945,-1.6
"63400","Alavus Asemanseutu","Alavus","Etelä-Pohjanmaa",943,-3.4
"63700","Ähtäri Keskus","Ähtäri","Etelä-Pohjanmaa",937,-4.9
"64760","Peltola","Teuva","Etelä-Pohjanmaa",935,-1.5
"62840","Lakaniemi-Pokela","Vimpeli","Etelä-Pohjanmaa",916,-1.9
"62375","Ylihärmä Keskus-Vesiluoma","Kauhava","Etelä-Pohjanmaa",915,-1.7
"61650","Kalakoski","Seinäjoki","Etelä-Pohjanmaa",914,-3.4
"64350","Karijoki Keskus","Karijoki","Etelä-Pohjanmaa",913,-2
"61640","Ala-Valli","Jalasjärvi","Etelä-Pohjanmaa",912,-3.4
"61960","Kyrönlatva","Kauhajoki","Etelä-Pohjanmaa",912,-3.3
"64720","Perälä","Teuva","Etelä-Pohjanmaa",911,-1.6
"62870","Vinni","Vimpeli","Etelä-Pohjanmaa",909,-2
"62880","Sääksvesi-Vinni","Vimpeli","Etelä-Pohjanmaa",908,-2
"64700","Teuva Keskus","Teuva","Etelä-Pohjanmaa",908,-1.2
"63410","Rantatöysä","Alavus","Etelä-Pohjanmaa",907,-3.6
"64770","Äystö","Teuva","Etelä-Pohjanmaa",902,-1.7
"64370","Myrkky","Karijoki","Etelä-Pohjanmaa",900,-2
"63250","Rantala","Kuortane","Etelä-Pohjanmaa",894,-3.7
"63330","Pahajoki","Alavus","Etelä-Pohjanmaa",893,-3.5
"63340","Sapsalampi","Alavus","Etelä-Pohjanmaa",891,-3.5
"63680","Hakojärvi","Alavus","Etelä-Pohjanmaa",888,-4
"63350","Sulkavankylä","Alavus","Etelä-Pohjanmaa",887,-3.6
"63360","Kuivaskylä","Alavus","Etelä-Pohjanmaa",886,-3.6
"63660","Ähtärinranta","Ähtäri","Etelä-Pohjanmaa",884,-4
"64830","Villamo","Isojoki","Etelä-Pohjanmaa",883,-2.1
"64930","Kodesjärvi","Isojoki","Etelä-Pohjanmaa",883,-2.1
"63370","Taipalus","Alavus","Etelä-Pohjanmaa",882,-3.6
"64810","Vanhakylä","Isojoki","Etelä-Pohjanmaa",878,-2.1
"64740","Horo","Teuva","Etelä-Pohjanmaa",876,-1.9
"63640","Ritola","Alavus","Etelä-Pohjanmaa",871,-4.1
"63160","Salmi","Kuortane","Etelä-Pohjanmaa",869,-3.7
"64840","Heikkilänjoki","Isojoki","Etelä-Pohjanmaa",868,-2.2
"62810","Savonjoki","Vimpeli","Etelä-Pohjanmaa",867,-2.2
"62800","Vimpeli Keskus","Vimpeli","Etelä-Pohjanmaa",864,-1.8
"63320","Kattelus","Alavus","Etelä-Pohjanmaa",860,-3.7
"64850","Möykky","Isojoki","Etelä-Pohjanmaa",860,-2.2
"63230","Lentilä","Kuortane","Etelä-Pohjanmaa",858,-4
"63910","Inhan Tehtaat","Ähtäri","Etelä-Pohjanmaa",854,-4
"63770","Peränne","Ähtäri","Etelä-Pohjanmaa",853,-4.7
"63130","Mäyry","Kuortane","Etelä-Pohjanmaa",851,-3.9
"63120","Leppälänkylä","Kuortane","Etelä-Pohjanmaa",850,-3.9
"63150","Ruona","Kuortane","Etelä-Pohjanmaa",847,-3.9
"64820","Kärjenkoski","Isojoki","Etelä-Pohjanmaa",845,-2.3
"63780","Alastaipale","Ähtäri","Etelä-Pohjanmaa",840,-4.8
"63430","Kätkänjoki","Alavus","Etelä-Pohjanmaa",829,-4.2
"63355","Seinäjärvi","Alavus","Etelä-Pohjanmaa",824,-4
"63450","Löyä","Kuortane","Etelä-Pohjanmaa",821,-4.3
"63920","Inha","Ähtäri","Etelä-Pohjanmaa",815,-4.3
"63600","Töysä Keskus","Alavus","Etelä-Pohjanmaa",814,-4.2
"63540","Hernesmaa","Alajärvi","Etelä-Pohjanmaa",810,-4.1
"63900","Myllymäki-Vehunkylä","Ähtäri","Etelä-Pohjanmaa",807,-4.4
"63880","Kukonkylä","Soini","Etelä-Pohjanmaa",806,-4.4
"63210","Niinimaa","Alavus","Etelä-Pohjanmaa",783,-4.6
"63890","Hautakylä","Soini","Etelä-Pohjanmaa",780,-4.6
"63830","Keisala","Soini","Etelä-Pohjanmaa",775,-4.6
"63950","Vehunkylä","Ähtäri","Etelä-Pohjanmaa",768,-4.7
"63510","Lehtimäki Kirkonkylä","Alajärvi","Etelä-Pohjanmaa",736,-4.6
"63800","Soini Keskus","Soini","Etelä-Pohjanmaa",725,-4.9
"63530","Länsikylä","Alajärvi","Etelä-Pohjanmaa",705,-4.8
"63500","Lehtimäki Keskus","Alajärvi","Etelä-Pohjanmaa",581,-5.5
"50970","Ihastjärvi","Mikkeli","Etelä-Savo",2287,-2.5
"50100","Mikkeli Keskus","Mikkeli","Etelä-Savo",2020,-1
"57130","Savonlinna Keskus","Savonlinna","Etelä-Savo",1884,0.4
"50130","Nuijamies","Mikkeli","Etelä-Savo",1772,-1.8
"50170","Peitsari","Mikkeli","Etelä-Savo",1722,-2.8
"57100","Heikinpohja-Piispanmäki","Savonlinna","Etelä-Savo",1716,-0.2
"50600","Karikko","Mikkeli","Etelä-Savo",1610,-2.6
"50190","Tuppurala","Mikkeli","Etelä-Savo",1600,-4.4
"50500","Tuukkala-Kaituenmäki","Mikkeli","Etelä-Savo",1573,-3.3
"50150","Karkialampi","Mikkeli","Etelä-Savo",1459,-3.7
"50180","Visulahti","Mikkeli","Etelä-Savo",1381,-4.2
"57600","Poukkusilta-Pihlajaniemi","Savonlinna","Etelä-Savo",1356,-1.1
"57120","Savonlinna","Savonlinna","Etelä-Savo",1351,-1.4
"50700","Syysjärvi","Mikkeli","Etelä-Savo",1322,-4.4
"50350","Norola","Mikkeli","Etelä-Savo",1317,-4.4
"57200","Miekonniemi-Venäjänniemi","Savonlinna","Etelä-Savo",1302,-0.6
"57710","Kellarpelto-Rantakoivikko","Savonlinna","Etelä-Savo",1299,-1.2
"50800","Annilanselkä","Mikkeli","Etelä-Savo",1294,-4.6
"57510","Laitaatsilta","Savonlinna","Etelä-Savo",1292,-1.1
"50200","Kovala","Mikkeli","Etelä-Savo",1276,-4.7
"57170","Sortteerinlahti-Talvisalo","Savonlinna","Etelä-Savo",1258,-1.3
"50300","Rämälä","Mikkeli","Etelä-Savo",1247,-4.9
"50120","Siekkilä","Mikkeli","Etelä-Savo",1245,-4.2
"57210","Nojanmaa","Savonlinna","Etelä-Savo",1239,-0.6
"50770","Korpikoski","Mikkeli","Etelä-Savo",1202,-5.2
"50520","Moision Sairaala-alue","Mikkeli","Etelä-Savo",1173,-3.9
"50670","Otava","Mikkeli","Etelä-Savo",1172,-5.1
"52100","Anttola","Mikkeli","Etelä-Savo",1145,-4
"50160","Kattilansilta","Mikkeli","Etelä-Savo",1135,-4.1
"52300","Ristiina Keskus","Mikkeli","Etelä-Savo",1125,-3.6
"52320","Vitsiälä","Mikkeli","Etelä-Savo",1079,-3.8
"52330","Heimari","Mikkeli","Etelä-Savo",1074,-3.8
"52110","Majavesi","Mikkeli","Etelä-Savo",1056,-4.2
"51200","Kangasniemi Keskus","Kangasniemi","Etelä-Savo",1049,-2.8
"57810","Aholahti","Savonlinna","Etelä-Savo",1038,-3
"51335","Kaihlamäki","Kangasniemi","Etelä-Savo",1023,-3.6
"57310","Rinkilä","Savonlinna","Etelä-Savo",1016,-3.2
"52150","Hauhala","Mikkeli","Etelä-Savo",1008,-4.5
"52550","Hirvensalmi Keskus","Hirvensalmi","Etelä-Savo",1008,-4.3
"51720","Rahula","Mikkeli","Etelä-Savo",1004,-3.7
"51900","Juva Keskus","Juva","Etelä-Savo",997,-4.3
"52520","Syväsmäki","Hirvensalmi","Etelä-Savo",991,-4.4
"52340","Hangastenmaa","Mikkeli","Etelä-Savo",989,-4.4
"51520","Hiirola","Mikkeli","Etelä-Savo",979,-3.9
"52510","Hietanen","Hirvensalmi","Etelä-Savo",975,-4.5
"51380","Synsiö","Kangasniemi","Etelä-Savo",971,-3.9
"51810","Maivala","Juva","Etelä-Savo",969,-4
"51740","Huuhanaho","Mikkeli","Etelä-Savo",967,-4
"52420","Pellosniemi","Mikkeli","Etelä-Savo",963,-4.5
"51820","Hatsola","Juva","Etelä-Savo",961,-4
"51600","Haukivuori Keskus-Piitkäaho","Mikkeli","Etelä-Savo",960,-3.9
"51420","Harjumaa-Pajulankylä","Mikkeli","Etelä-Savo",957,-4
"51860","Narila","Juva","Etelä-Savo",955,-4.1
"51260","Tahkomäki","Kangasniemi","Etelä-Savo",948,-3.8
"52360","Someenjärvi","Mikkeli","Etelä-Savo",947,-4.7
"52610","Tuukkalanlahti","Hirvensalmi","Etelä-Savo",947,-4.6
"51930","Paatela","Juva","Etelä-Savo",945,-4.4
