"pnro","nimi","kunta","maakunta","hinta2016","trendi2016"
"19730","Särkilampi","Sysmä","Päijät-Häme",839,-5.8
"16160","Okkeri","Nastola","Päijät-Häme",819,-4.4
"18300","Heinola kk","Heinola","Päijät-Häme",816,-5.2
"18600","Myllyoja","Heinola","Päijät-Häme",815,-6.1
"19770","Valittula","Sysmä","Päijät-Häme",812,-6
"19210","Lusi","Heinola","Päijät-Häme",802,-6.3
"19620","Pohela","Hartola","Päijät-Häme",799,-7.1
"19610","Murakka","Hartola","Päijät-Häme",798,-7.1
"19630","Kalhonkylä","Hartola","Päijät-Häme",795,-7.2
"19600","Hartola Keskus","Hartola","Päijät-Häme",792,-7.9
"19370","Nuoramoinen","Sysmä","Päijät-Häme",789,-6.4
"16500","Herrala","Hollola","Päijät-Häme",781,-4.5
"19260","Paaso-Syrjäkoski","Heinola","Päijät-Häme",771,-6.6
"18150","Jyränkö","Heinola","Päijät-Häme",769,-8.1
"19310","Karilanmaa","Sysmä","Päijät-Häme",768,-6.6
"19320","Nikkaroinen","Sysmä","Päijät-Häme",762,-6.6
"19740","Liikola","Sysmä","Päijät-Häme",760,-6.4
"19510","Lepsala","Hartola","Päijät-Häme",756,-6.7
"19250","Syrjäkoski","Heinola","Päijät-Häme",755,-6.7
"19540","Koitti-Lepsala","Hartola","Päijät-Häme",752,-6.7
"19230","Onkiniemi","Sysmä","Päijät-Häme",744,-6.8
"19850","Putkijärvi-Siltasuo","Hartola","Päijät-Häme",736,-6.8
"18130","Tommola-Sahanniemi","Heinola","Päijät-Häme",707,-6.9
"18200","Kaakonlampi-Pyhätön","Heinola","Päijät-Häme",687,-6.9
"16100","Uusikylä","Nastola","Päijät-Häme",658,-5.1
"28100","Pori Keskus","Pori","Satakunta",2120,2.4
"28540","Pinomäki","Pori","Satakunta",1969,1.5
"28300","Kalaholma-Väinölä","Pori","Satakunta",1815,1.6
"28220","Ruosniemi","Pori","Satakunta",1722,3
"26100","Rauma Keskus","Rauma","Satakunta",1650,0.3
"28430","Kartano-Harmaalinna","Pori","Satakunta",1626,1.7
"28130","Impola","Pori","Satakunta",1625,2.3
"28200","Toejoki","Pori","Satakunta",1611,2.3
"28660","Pietniemi-Leppäkorpi","Pori","Satakunta",1605,0.8
"28600","Vähärauma","Pori","Satakunta",1596,1.6
"28610","Musa-Tiiliruukki","Pori","Satakunta",1562,2
"26200","Merirauma-Kappelinluhta","Rauma","Satakunta",1509,-0.9
"28120","Käppärä-Isomäki","Pori","Satakunta",1464,1.9
"28360","Vanhakoivisto","Pori","Satakunta",1463,0.6
"26840","Kortela","Rauma","Satakunta",1451,-0.8
"28240","Isojoenranta","Pori","Satakunta",1434,1.1
"27100","Eurajoki Keskus","Eurajoki","Satakunta",1422,2.2
"28400","Ulvila Keskus","Ulvila","Satakunta",1414,0.3
"27800","Säkylä Keskus","Säkylä","Satakunta",1338,0.3
"28580","Niittymaa","Pori","Satakunta",1307,0
"26720","Monnanummi","Rauma","Satakunta",1286,-1.2
"27510","Eura Keskus","Eura","Satakunta",1284,0.8
"26660","Paroalho","Rauma","Satakunta",1280,-0.9
"38700","Kankaanpää Keskus","Kankaanpää","Satakunta",1277,-1.2
"28560","Lattomeri","Pori","Satakunta",1261,-0.3
"28260","Harjunpää","Ulvila","Satakunta",1252,0.1
"28500","Keskussairaala-alue-Tiilimäki","Pori","Satakunta",1235,0
"28450","Vanha-Ulvila","Ulvila","Satakunta",1223,-0.5
"26410","Kaaro","Rauma","Satakunta",1217,-1.6
"27150","Lapijoki","Eurajoki","Satakunta",1215,0.7
"26910","Unaja","Rauma","Satakunta",1205,-1.7
"28760","Kyläsaari","Pori","Satakunta",1190,-0.3
"28900","Tahkoluoto-Reposaari","Pori","Satakunta",1186,-0.5
"26740","Vasarainen","Rauma","Satakunta",1130,-2.1
"26820","Sampaanala","Rauma","Satakunta",1121,-1.2
"32700","Huittinen Keskus","Huittinen","Satakunta",1115,-0.6
"27500","Kauttua","Eura","Satakunta",1113,0.5
"26950","Voiluoto","Rauma","Satakunta",1108,-2.2
"27840","Kakkuri","Köyliö","Satakunta",1108,0.1
"26930","Vermuntila","Rauma","Satakunta",1097,-2.3
"29100","Luvia Keskus","Luvia","Satakunta",1096,-3.9
"26560","Kolla","Rauma","Satakunta",1087,-2.2
"26510","Uotila","Rauma","Satakunta",1079,-1.8
"27820","Iso-Vimma","Säkylä","Satakunta",1064,-0.1
"27110","Irjanne","Eurajoki","Satakunta",1054,0.2
"27130","Eurajoki asemanseutu","Eurajoki","Satakunta",1038,0.1
"28330","Koivistonluoto","Pori","Satakunta",1036,-1.6
"27170","Kuivalahti","Eurajoki","Satakunta",1033,0.1
"27230","Lappi","Rauma","Satakunta",997,-0.9
"27860","Vuori","Köyliö","Satakunta",996,-0.7
"27220","Ala-Kieri","Rauma","Satakunta",984,-0.5
"29600","Noormarkku Keskus","Pori","Satakunta",981,-4.2
"38770","Lohikko","Kankaanpää","Satakunta",980,-2.2
"39960","Sarvela","Karvia","Satakunta",980,-2.5
"28370","Sampola","Pori","Satakunta",977,1.6
"27250","Kodiksami","Rauma","Satakunta",973,-0.6
"28190","Pormestarinluoto","Pori","Satakunta",969,-1.2
"39930","Karvia Keskus","Karvia","Satakunta",969,-2.4
"38740","Hapuoja","Kankaanpää","Satakunta",964,-2.3
"27400","Kiukainen Keskus","Eura","Satakunta",955,-0.6
"39980","Sara","Karvia","Satakunta",955,-2.6
"29250","Nakkila Keskus","Nakkila","Satakunta",940,-4.9
"27420","Panelia Asemanseutu","Eura","Satakunta",935,-0.7
"32800","Kokemäki Keskus","Kokemäki","Satakunta",935,-1.8
"27260","Kuolimaa","Rauma","Satakunta",934,-0.9
"28880","Mäntyluoto","Pori","Satakunta",933,-2
"32810","Peipohja","Kokemäki","Satakunta",931,-1.2
"38800","Jämijärvi Keskus","Jämijärvi","Satakunta",929,-2.1
"39965","Karviankylä","Karvia","Satakunta",929,-2.8
"27640","Honkilahti kk","Eura","Satakunta",924,-1
"38760","Venesjärvi","Kankaanpää","Satakunta",924,-2.6
"38710","Myllymäki","Kankaanpää","Satakunta",920,-2.2
"29570","Söörmarkku","Pori","Satakunta",919,-4.6
"38750","Veneskoski","Kankaanpää","Satakunta",918,-2.6
"38720","Vihteljärvi","Kankaanpää","Satakunta",914,-2.7
"39940","Kantti","Karvia","Satakunta",913,-2.9
"38840","Niinisalo","Kankaanpää","Satakunta",909,-2.3
"27670","Mannila","Eura","Satakunta",904,-1.1
"27600","Hinnerjoki","Eura","Satakunta",894,-1.4
"27450","Harola","Eura","Satakunta",893,-1
"38860","Suurimaa","Jämijärvi","Satakunta",889,-2.4
"32710","Sampu","Huittinen","Satakunta",887,-1.5
"39920","Suomijärvi","Karvia","Satakunta",886,-3
"27730","Tuiskula","Köyliö","Satakunta",882,-1.1
"27650","Honkilahti","Eura","Satakunta",880,-1.3
"39990","Alkkia","Karvia","Satakunta",872,-3.1
"32770","Huhtamo","Huittinen","Satakunta",869,-1.6
"32830","Riste","Kokemäki","Satakunta",869,-2
"38600","Lavia Keskus","Lavia","Satakunta",869,-2.1
"32760","Suttila","Huittinen","Satakunta",865,-1.6
"32910","Kauvatsa Asemanseutu","Kokemäki","Satakunta",864,-2
"27310","Kodisjoki","Rauma","Satakunta",863,-0.9
"29180","Peränkylä","Luvia","Satakunta",860,-5.2
"29200","Harjavalta Keskus","Harjavalta","Satakunta",858,-4.4
"29750","Pohjansaha","Pori","Satakunta",856,-5
"27740","Voitoinen","Köyliö","Satakunta",847,-1.3
"29720","Lamppi","Pori","Satakunta",846,-5
"32620","Rutava","Huittinen","Satakunta",845,-2.3
"29700","Ahlainen","Pori","Satakunta",844,-5.1
"27430","Panelia","Eura","Satakunta",840,-1
"38670","Kalliala-Haunia","Lavia","Satakunta",837,-2.6
"29270","Hormisto","Nakkila","Satakunta",834,-5.2
"29310","Kaasmarkku","Ulvila","Satakunta",833,-4.9
"29280","Järvimaa","Nakkila","Satakunta",830,-5.2
"29640","Honkakoski","Pomarkku","Satakunta",830,-5
"29740","Etelämaa","Merikarvia","Satakunta",827,-5.2
"27750","Yttilä","Köyliö","Satakunta",825,-1.5
"38650","Yli-Putto","Lavia","Satakunta",825,-2.6
"29630","Pomarkku Keskus","Pomarkku","Satakunta",822,-4.9
"29860","Otamo","Siikainen","Satakunta",822,-5.2
"29900","Merikarvia Keskus-Rannikko","Merikarvia","Satakunta",822,-5.4
"38920","Vatajankoski","Honkajoki","Satakunta",822,-2.6
"29760","Köörtilä","Merikarvia","Satakunta",820,-5.2
"29830","Sammi","Siikainen","Satakunta",820,-5.2
"29790","Tuorila","Merikarvia","Satakunta",819,-5.2
"32860","Korkeaoja","Kokemäki","Satakunta",819,-2.3
"29680","Kairila","Pori","Satakunta",815,-5.1
"38680","Tuunajärvi","Pomarkku","Satakunta",814,-2.7
"29810","Siikainen Keskus","Siikainen","Satakunta",813,-5.3
"32920","Kauvatsa","Kokemäki","Satakunta",813,-2.4
"29350","Palus","Ulvila","Satakunta",805,-5.1
"38970","Lauhala","Honkajoki","Satakunta",802,-2.7
"29880","Leväsjoki-Saarineva","Siikainen","Satakunta",801,-5.4
"38910","Ala-Honkajoki","Kankaanpää","Satakunta",799,-2.7
"29940","Kuvaskangas","Merikarvia","Satakunta",787,-5.6
"29320","Leineperi","Ulvila","Satakunta",785,-5.3
"27920","Otajoki","Säkylä","Satakunta",783,-1.7
"28800","Pihlava","Pori","Satakunta",781,-3.3
"27710","Köyliö Keskus","Köyliö","Satakunta",766,-1.4
"32610","Vampula Keskus","Huittinen","Satakunta",759,-3.3
"38950","Honkajoki Keskus","Honkajoki","Satakunta",665,-3.5
"29340","Kullaa Keskus","Ulvila","Satakunta",644,-6.2
"27910","Huovinrinne","Säkylä","Satakunta",600,-2.1
"28840","Yyteri-Kaanaa","Pori","Satakunta",569,-3.5
"00130","Kaartinkaupunki","Helsinki","Uusimaa",7449,3
"00140","Kaivopuisto","Helsinki","Uusimaa",7283,2.5
"00160","Katajanokka","Helsinki","Uusimaa",7030,2.4
"00150","Eira","Helsinki","Uusimaa",6964,3.5
"00170","Kruununhaka","Helsinki","Uusimaa",6805,3
"00120","Punavuori","Helsinki","Uusimaa",6631,2.2
"00100","Helsinki Keskusta","Helsinki","Uusimaa",6508,2.9
"00180","Ruoholahti","Helsinki","Uusimaa",6477,2.8
"00260","Keski-Töölö","Helsinki","Uusimaa",6357,3.2
"00250","Taka-Töölö","Helsinki","Uusimaa",5918,2.6
"00270","Pohjois-Meilahti","Helsinki","Uusimaa",5885,3.3
"00530","Kallio","Helsinki","Uusimaa",5739,4.6
"00500","Sörnäinen","Helsinki","Uusimaa",5706,5
"00210","Vattuniemi","Helsinki","Uusimaa",5520,2.1
"00560","Toukola-Vanhakaupunki","Helsinki","Uusimaa",5478,3.9
"00510","Etu-Vallila","Helsinki","Uusimaa",5447,4.4
"00330","Munkkiniemi","Helsinki","Uusimaa",5336,2.5
"00200","Lauttasaari","Helsinki","Uusimaa",5317,2.3
"00300","Pikku Huopalahti","Helsinki","Uusimaa",5268,3.9
"00280","Ruskeasuo","Helsinki","Uusimaa",5123,2.3
"00240","Länsi-Pasila","Helsinki","Uusimaa",5113,2.2
"00550","Vallila","Helsinki","Uusimaa",5029,4.5
"00610","Käpylä","Helsinki","Uusimaa",4941,4.4
"00190","Suomenlinna","Helsinki","Uusimaa",4896,0.9
"00850","Jollas","Helsinki","Uusimaa",4894,1.5
"00220","Jätkäsaari","Helsinki","Uusimaa",4882,1.8
"00520","Itä-Pasila","Helsinki","Uusimaa",4863,4
"00320","Etelä-Haaga","Helsinki","Uusimaa",4715,3.7
"00580","Verkkosaari","Helsinki","Uusimaa",4663,2.3
"02110","Otsolahti","Espoo","Uusimaa",4631,2.8
"02160","Westend","Espoo","Uusimaa",4616,1.1
"00810","Herttoniemi","Helsinki","Uusimaa",4593,2.7
"00570","Kulosaari","Helsinki","Uusimaa",4526,1.8
"02100","Tapiola","Espoo","Uusimaa",4523,1.8
"00350","Munkkivuori-Niemenmäki","Helsinki","Uusimaa",4520,3.1
"00990","Aurinkolahti","Helsinki","Uusimaa",4416,1
"00380","Pitäjänmäen teollisuusalue","Helsinki","Uusimaa",4385,2.3
"02120","Länsikorkee-Hakalehto","Espoo","Uusimaa",4380,2.3
"00540","Kalasatama","Helsinki","Uusimaa",4360,2.2
"00800","Länsi-Herttoniemi","Helsinki","Uusimaa",4224,3.1
"00340","Kuusisaari-Lehtisaari","Helsinki","Uusimaa",4163,0.4
"00290","Meilahden sairaala-alue","Helsinki","Uusimaa",4122,0.5
"02600","Etelä-Leppävaara","Espoo","Uusimaa",4080,2.1
"00400","Pohjois-Haaga","Helsinki","Uusimaa",4072,3.9
"02170","Haukilahti","Espoo","Uusimaa",4052,0.5
"02130","Pohjois-Tapiola","Espoo","Uusimaa",4023,1.4
"02150","Otaniemi","Espoo","Uusimaa",4015,1.4
"00790","Viikki","Helsinki","Uusimaa",3998,0.8
"02610","Kilo","Espoo","Uusimaa",3994,1.2
"02200","Niittykumpu","Espoo","Uusimaa",3942,1
"02330","Kattilalaakso","Espoo","Uusimaa",3912,0.6
"01510","Kirkonkylä-Veromäki","Vantaa","Uusimaa",3851,1.1
"00310","Kivihaka","Helsinki","Uusimaa",3779,1
"02180","Mankkaa","Espoo","Uusimaa",3773,-0.1
"02230","Matinkylä","Espoo","Uusimaa",3769,1.4
"02650","Pohjois-Leppävaara","Espoo","Uusimaa",3763,2.3
"00830","Tammisalo","Helsinki","Uusimaa",3741,-0.1
"00440","Lassila","Helsinki","Uusimaa",3733,2.3
"01520","Tammisto","Vantaa","Uusimaa",3722,0.6
"02240","Friisilä","Espoo","Uusimaa",3710,0
"02660","Lintuvaara","Espoo","Uusimaa",3684,0.7
"00670","Paloheinä","Helsinki","Uusimaa",3659,0.5
"00660","Länsi-Pakila","Helsinki","Uusimaa",3658,0.6
"00650","Veräjämäki","Helsinki","Uusimaa",3628,1.7
"00620","Metsälä-Etelä-Oulunkylä","Helsinki","Uusimaa",3589,2.1
"00680","Itä-Pakila","Helsinki","Uusimaa",3586,0.9
"02700","Suur-Kauniainen","Kauniainen","Uusimaa",3558,-1.3
"02750","Sepänkylä","Espoo","Uusimaa",3530,-1
"02680","Uusmäki","Espoo","Uusimaa",3523,0.6
"00590","Kaitalahti","Helsinki","Uusimaa",3508,0.2
"00360","Pajamäki","Helsinki","Uusimaa",3453,1.4
"00370","Reimarla","Helsinki","Uusimaa",3434,0.3
"02300","Nöykkiö","Espoo","Uusimaa",3429,-0.6
"00730","Tapanila","Helsinki","Uusimaa",3428,0.6
"02270","Suomenoja","Espoo","Uusimaa",3427,-0.4
"01640","Hämevaara","Vantaa","Uusimaa",3421,0.4
"00640","Oulunkylä-Patola","Helsinki","Uusimaa",3413,1.5
"00950","Vartioharju","Helsinki","Uusimaa",3409,-0.1
"00600","Koskela-Helsinki","Helsinki","Uusimaa",3406,2.4
"00930","Itäkeskus-Marjaniemi","Helsinki","Uusimaa",3404,0.7
"00630","Maunula-Suursuo","Helsinki","Uusimaa",3400,2.7
"02630","Nihtisilta","Espoo","Uusimaa",3393,0.4
"02280","Puolarmetsä","Espoo","Uusimaa",3386,-0.5
"00430","Maununneva","Helsinki","Uusimaa",3383,0.9
"00910","Puotila","Helsinki","Uusimaa",3370,1.9
"01690","Ylästö","Vantaa","Uusimaa",3361,-0.2
"00840","Laajasalo","Helsinki","Uusimaa",3271,0.4
"00700","Malmi","Helsinki","Uusimaa",3250,0
"00690","Tuomarinkylä-Torpparinmäki","Helsinki","Uusimaa",3247,0.4
"00720","Pukinmäki-Savela","Helsinki","Uusimaa",3223,0.4
"02340","Latokaski","Espoo","Uusimaa",3198,-0.7
"02730","Laaksolahti","Espoo","Uusimaa",3170,-1.5
"00390","Konala","Helsinki","Uusimaa",3160,1.4
"02140","Laajalahti-Friisinmäki","Espoo","Uusimaa",3160,-0.6
"00780","Tapaninvainio","Helsinki","Uusimaa",3151,-0.7
"00420","Kannelmäki","Helsinki","Uusimaa",3128,1.8
"00880","Roihupellon teollisuusalue","Helsinki","Uusimaa",3120,-0.6
"00980","Etelä-Vuosaari","Helsinki","Uusimaa",3096,-0.1
"02740","Karvasmäki-Kunnarla","Espoo","Uusimaa",3087,-2.4
"01300","Tikkurila","Vantaa","Uusimaa",3078,0.1
"00870","Etelä-Laajasalo","Helsinki","Uusimaa",3074,0.4
"01390","Ruskeasanta-Ilola","Vantaa","Uusimaa",3065,0.1
"01380","Kuusikko-Hakkila","Vantaa","Uusimaa",3038,-0.4
"01630","Hämeenkylä","Vantaa","Uusimaa",3036,-0.5
"02320","Kivenlahti","Espoo","Uusimaa",3032,-0.3
"00820","Roihuvuori","Helsinki","Uusimaa",3027,1
"01700","Kivistö","Vantaa","Uusimaa",3026,0.1
"02940","Lippajärvi","Espoo","Uusimaa",3014,-1.5
"02620","Karakallio","Espoo","Uusimaa",3004,1.6
"02210","Olari-Kuitinmäki","Espoo","Uusimaa",2998,-0.8
"02450","Sundsberg","Kirkkonummi","Uusimaa",2970,-1.2
"02810","Kumpyöli-Karhusuo","Espoo","Uusimaa",2970,-1.4
"01400","Rekola","Vantaa","Uusimaa",2961,-1
"00900","Puotinharju","Helsinki","Uusimaa",2938,1.2
"01670","Vantaanlaakso","Vantaa","Uusimaa",2935,0
"02920","Niipperi","Espoo","Uusimaa",2914,-1.2
"01340","Leinelä","Vantaa","Uusimaa",2902,0.1
"01660","Varisto","Vantaa","Uusimaa",2898,0.5
"00760","Suurmetsä","Helsinki","Uusimaa",2850,-0.9
"02770","Espoon Keskus Läntinen","Espoo","Uusimaa",2843,-1.4
"01370","Jokiniemi","Vantaa","Uusimaa",2839,0
"01610","Kaivoksela","Vantaa","Uusimaa",2837,0.5
"02720","Laaksolahti-Lähderanta","Espoo","Uusimaa",2832,-0.9
"00960","Pohjois-Vuosaari","Helsinki","Uusimaa",2824,0.4
"00410","Malminkartano","Helsinki","Uusimaa",2808,1.2
"00890","Itäsalmi","Helsinki","Uusimaa",2808,-1.7
"01420","Päiväkumpu","Vantaa","Uusimaa",2800,-1.5
"02970","Kalajärvi","Espoo","Uusimaa",2798,-2.4
"06100","Porvoo Keskus","Porvoo","Uusimaa",2796,0.1
"00860","Santahamina","Helsinki","Uusimaa",2789,-1.8
"02780","Kauklahti","Espoo","Uusimaa",2766,-2
"01680","Askisto","Vantaa","Uusimaa",2743,-1
"02710","Viherlaakso","Espoo","Uusimaa",2742,-1.3
"01230","Vaarala","Vantaa","Uusimaa",2739,-1
"04310","Tuusula Keskus","Tuusula","Uusimaa",2731,-1.8
"02760","Espoon Keskus Itäinen","Espoo","Uusimaa",2719,-1
"02260","Iivisniemi","Espoo","Uusimaa",2717,-1.4
"00740","Siltamäki","Helsinki","Uusimaa",2715,-0.7
"00750","Puistola","Helsinki","Uusimaa",2708,-0.6
"01600","Myyrmäki","Vantaa","Uusimaa",2706,0.4
"04250","Alikerava","Kerava","Uusimaa",2694,-0.6
"00920","Myllypuro","Helsinki","Uusimaa",2693,1.2
"01260","Itä-Hakkila","Vantaa","Uusimaa",2668,-1.5
"01490","Nikinmäki","Vantaa","Uusimaa",2647,-1.7
"02290","Puolarmetsän sairaala","Espoo","Uusimaa",2638,-2.2
"01710","Pähkinärinne","Vantaa","Uusimaa",2632,-0.8
"04430","Kinnari-Mikonkorpi","Järvenpää","Uusimaa",2618,-1.3
"04420","Kyrölä","Järvenpää","Uusimaa",2610,-0.6
"00710","Pihlajamäki","Helsinki","Uusimaa",2607,-0.4
"00970","Mellunkylä","Helsinki","Uusimaa",2570,-0.8
"02360","Espoonlahti","Espoo","Uusimaa",2566,-1.4
"01280","Länsimäki","Vantaa","Uusimaa",2562,-0.9
"01350","Hiekkaharju","Vantaa","Uusimaa",2520,-0.5
"04400","Loutti","Järvenpää","Uusimaa",2512,-0.4
"04300","Hyrylä","Tuusula","Uusimaa",2503,-2.1
"01450","Korso","Vantaa","Uusimaa",2491,-2.4
"04220","Ahjo-Kaskela","Kerava","Uusimaa",2488,-1.9
"01840","Klaukkala","Nurmijärvi","Uusimaa",2483,-1
"04200","Kerava Keskus","Kerava","Uusimaa",2464,-1.3
"04330","Lahela","Tuusula","Uusimaa",2463,-2.6
"06750","Tolkkinen","Porvoo","Uusimaa",2462,-2.1
"01150","Söderkulla","Sipoo","Uusimaa",2461,-1.8
"02380","Suvisaaristo","Espoo","Uusimaa",2444,-2.8
"02480","Porkkala","Kirkkonummi","Uusimaa",2443,-2.5
"05810","Martti","Hyvinkää","Uusimaa",2430,0.4
"01620","Martinlaakso","Vantaa","Uusimaa",2429,-0.1
"04460","Nummenkylä","Järvenpää","Uusimaa",2409,-1.4
"04410","Järvenpää Keskus","Järvenpää","Uusimaa",2395,-1.3
"01720","Petikko","Vantaa","Uusimaa",2372,-2.8
"02430","Masala","Kirkkonummi","Uusimaa",2356,-2.5
"01800","Klaukkala Keskus","Nurmijärvi","Uusimaa",2337,-1.4
"02880","Veikkola","Kirkkonummi","Uusimaa",2336,-2.7
"02860","Siikajärvi","Espoo","Uusimaa",2320,-3.1
"00940","Kontula","Helsinki","Uusimaa",2305,-1.7
"01530","Veromiehenkylä","Vantaa","Uusimaa",2297,-2.4
"01820","Haikala","Nurmijärvi","Uusimaa",2289,-1.7
"01360","Koivukylä-Havukoski","Vantaa","Uusimaa",2282,-0.5
"04130","Nikkilä","Sipoo","Uusimaa",2279,-2
"06650","Hamari","Porvoo","Uusimaa",2223,-2.4
"05830","Kirjavatolppa-Kruununpuisto","Hyvinkää","Uusimaa",2220,0.4
"08100","Lohja Keskus","Lohja","Uusimaa",2212,-1.8
"01650","Vapaala","Vantaa","Uusimaa",2209,-1.4
"02400","Kirkkonummi Keskus","Kirkkonummi","Uusimaa",2208,-2.1
"05800","Hyvinkää Keskus","Hyvinkää","Uusimaa",2206,0.8
"01120","Västerskog","Sipoo","Uusimaa",2201,-2.6
"02820","Nupuri-Nuuksio","Espoo","Uusimaa",2194,-3.6
"01200","Hakunila","Vantaa","Uusimaa",2192,-2.1
"02980","Lakisto","Espoo","Uusimaa",2186,-4
"05400","Jokela","Tuusula","Uusimaa",2172,-1.2
"04260","Savio","Kerava","Uusimaa",2165,-1.3
"01760","Seutula","Vantaa","Uusimaa",2158,-2.7
"02440","Luoma","Kirkkonummi","Uusimaa",2158,-2.7
"04230","Pihkaniitty","Kerava","Uusimaa",2132,-2.7
"04320","Riihikallio","Tuusula","Uusimaa",2131,-2.6
"01190","Box","Sipoo","Uusimaa",2120,-2.9
"08150","Keskilohja","Lohja","Uusimaa",2116,-1.4
"01180","Kalkkiranta","Sipoo","Uusimaa",2113,-3
"02470","Upinniemi","Kirkkonummi","Uusimaa",2105,-3.1
"01810","Luhtajoki","Nurmijärvi","Uusimaa",2096,-2.5
"02490","Pikkala","Siuntio","Uusimaa",2093,-3.2
"04620","Kaunismäki","Mäntsälä","Uusimaa",2090,-1.9
"01480","Mikkola","Vantaa","Uusimaa",2089,-2.3
"01750","Keimola","Vantaa","Uusimaa",2088,-3.1
"03100","Nummela","Vihti","Uusimaa",2085,-1.8
"04150","Martinkylä","Sipoo","Uusimaa",2084,-2.2
"01940","Palojoki","Nurmijärvi","Uusimaa",2081,-2.4
"00770","Jakomäki","Helsinki","Uusimaa",2079,-1.6
"01900","Nurmijärvi Keskus","Nurmijärvi","Uusimaa",2076,-1.8
"02420","Jorvas","Kirkkonummi","Uusimaa",2070,-3.2
"10600","Tammisaari Keskus","Raasepori","Uusimaa",2054,-2.2
"04480","Haarajoki","Järvenpää","Uusimaa",2048,-2.4
"02520","Lapinkylä","Kirkkonummi","Uusimaa",2042,-3.6
"01740","Tuupakan teollisuusalue","Vantaa","Uusimaa",2037,-3.3
"01860","Perttula","Nurmijärvi","Uusimaa",2037,-2.8
"04340","Mattila","Tuusula","Uusimaa",2025,-1.8
"02540","Kylmälä","Kirkkonummi","Uusimaa",2023,-3.6
"06150","Kevätkumpu","Porvoo","Uusimaa",2017,-2.3
"04500","Kellokoski","Tuusula","Uusimaa",2012,-2.6
"05900","Vieremä","Hyvinkää","Uusimaa",2000,0.7
"01830","Lepsämä","Nurmijärvi","Uusimaa",1997,-2.5
"06400","Gammelbacka","Porvoo","Uusimaa",1989,-2.4
"02510","Oitmäki","Kirkkonummi","Uusimaa",1975,-3.8
"06530","Kerkkoo","Porvoo","Uusimaa",1971,-3.3
"04170","Paippinen","Sipoo","Uusimaa",1966,-2.7
"05100","Röykkä","Nurmijärvi","Uusimaa",1965,-1.5
"05460","Hakalanmäki-Hakala","Hyvinkää","Uusimaa",1957,-1.5
"05200","Rajamäki","Nurmijärvi","Uusimaa",1953,-1
"02550","Evitskog","Kirkkonummi","Uusimaa",1944,-4
"04360","Ruotsinkylä-Kiilinmäki","Tuusula","Uusimaa",1934,-3.5
"04370","Rusutjärvi","Tuusula","Uusimaa",1921,-3.6
"04600","Mäntsälä Keskus","Mäntsälä","Uusimaa",1911,-2.4
"04240","Talma","Sipoo","Uusimaa",1901,-3.4
"04440","Jamppa","Järvenpää","Uusimaa",1893,-2
"02580","Siuntio Asemanseutu","Siuntio","Uusimaa",1886,-4.2
"04380","Tuomala","Tuusula","Uusimaa",1884,-3.7
"04390","Jäniksenlinna","Tuusula","Uusimaa",1882,-3.8
"07170","Keski-Pornainen","Pornainen","Uusimaa",1874,-4.5
"02590","Lappers","Siuntio","Uusimaa",1869,-4.3
"05840","Hyvinkäänkylä-Vehkoja","Hyvinkää","Uusimaa",1861,-1.2
"04350","Nahkela","Tuusula","Uusimaa",1855,-3.9
"08500","Ventelä-Millola","Lohja","Uusimaa",1851,-3.4
"02460","Kantvik","Kirkkonummi","Uusimaa",1841,-1.3
"07230","Monninkylä","Askola","Uusimaa",1836,-4.8
"03250","Ojakkala","Vihti","Uusimaa",1815,-2.8
"07700","Koskenkylän saha-alue","Loviisa","Uusimaa",1813,-4.5
"03400","Vihti Kirkonkylä","Vihti","Uusimaa",1803,-2.4
"08680","Muijala","Lohja","Uusimaa",1803,-4.5
"01730","Vantaanpuisto","Vantaa","Uusimaa",1779,-3.4
"05820","Mustamännistö","Hyvinkää","Uusimaa",1779,-0.5
"06500","Saksala-Suomenkylä","Porvoo","Uusimaa",1779,-3.7
"04660","Numminen","Mäntsälä","Uusimaa",1777,-3.4
"10640","Dragsvik","Raasepori","Uusimaa",1761,-2.8
"04530","Ohkola","Mäntsälä","Uusimaa",1744,-3.9
"06450","Eestinmäki-Ernestas","Porvoo","Uusimaa",1742,-3.2
"04940","Levanto","Mäntsälä","Uusimaa",1726,-3.9
"04920","Saarentaus","Mäntsälä","Uusimaa",1721,-3.9
"04680","Hirvihaara","Mäntsälä","Uusimaa",1719,-3.7
"04630","Sääksjärvi","Mäntsälä","Uusimaa",1712,-3.7
"06830","Kulloonkylä","Porvoo","Uusimaa",1711,-3.9
"05430","Nuppulinna","Tuusula","Uusimaa",1702,-2.4
"04740","Sälinkää","Mäntsälä","Uusimaa",1700,-4
"04820","Kaukalampi","Mäntsälä","Uusimaa",1690,-4
"10940","Hangonkylä","Hanko","Uusimaa",1681,-2.1
"05620","Noppo","Nurmijärvi","Uusimaa",1645,-2
"04840","Hautjärvi","Mäntsälä","Uusimaa",1640,-4.3
"08700","Virkkala","Lohja","Uusimaa",1631,-2.5
"06200","Porvoo itäinen","Porvoo","Uusimaa",1629,-4.3
"04770","Sahakylä","Mäntsälä","Uusimaa",1627,-4.4
"07500","Askola Kirkonkylä","Askola","Uusimaa",1627,-4.4
"06880","Kärrby","Sipoo","Uusimaa",1623,-4.3
"05250","Kiljava","Nurmijärvi","Uusimaa",1622,-2.2
"05450","Nukari","Nurmijärvi","Uusimaa",1621,-2.8
